CASEID,gatsstrata,gatscluster,gatsweight,residence,age,IntLang,Selectee,HH1,HH2,hh4b,hh4c,hh4cyear,hh4d,hh4e,HH4b01,HH4b02,HH4b03,HH4b04,HH4b05,HH4b06,HH4b07,HH4b08,HH4b09,HH4b10,HH4b11,HH4b12,HH4b13,HH4b14,HH4b15,HH4b16,HH4b17,HH4b18,HH4b19,HH4b20,HH4c01,HH4c02,HH4c03,HH4c04,HH4c05,HH4c06,HH4c07,HH4c08,HH4c09,HH4c10,HH4c11,HH4c12,HH4c13,HH4c14,HH4c15,HH4c16,HH4c17,HH4c18,HH4c19,HH4c20,HH4cYear01,HH4cYear02,HH4cYear03,HH4cYear04,HH4cYear05,HH4cYear06,HH4cYear07,HH4cYear08,HH4cYear09,HH4cYear10,HH4cYear11,HH4cYear12,HH4cYear13,HH4cYear14,HH4cYear15,HH4cYear16,HH4cYear17,HH4cYear18,HH4cYear19,HH4cYear20,HH4d01,HH4d02,HH4d03,HH4d04,HH4d05,HH4d06,HH4d07,HH4d08,HH4d09,HH4d10,HH4d11,HH4d12,HH4d13,HH4d14,HH4d15,HH4d16,HH4d17,HH4d18,HH4d19,HH4d20,HH4e01,HH4e02,HH4e03,HH4e04,HH4e05,HH4e06,HH4e07,HH4e08,HH4e09,HH4e10,HH4e11,HH4e12,HH4e13,HH4e14,HH4e15,HH4e16,HH4e17,HH4e18,HH4e19,HH4e20,A01,A02a,A02b,A03,A03a,A12,A04,A05,A05a,A06a,A06b,A06c,A06d,A06e,A06f,A06g,A06h,A06i,A06j,A08,A11,B01,B02,B03,B04,B05,B06a,B06a1,B06b,B06b1,B06c,B06c1,B06d,B06d1,B06e,B06e1,B06f,B06f1,B06g,B06g1,B06g2,B07,B08,B09,B10a,B10b,B10c,B10d,B10e,B10f,B10g,B10g1,B11,B12,B13a,B13bYears,B13bMonths,B13bWeeks,B13bDays,B14,B15,B16,B17,B18a,B18b,B18c,B18d,B18e,B18f,B18f1,B18g,B18g1,BB1,BB2,BB2a,WP1,WP2,WP3,WP4,WP5,WP5aHours,WP5aMinutes,WP6,WP7,WP8,WP8a,WP9,WP10,WP11,C01,C02,C03,C04,C05,C06a,C06a1,C06b,C06b1,C06c,C06c1,C06d,C06d1,C06e,C06e1,C06f,C06f1,C06f2,C07,C08,C09,C10a,C10b,C10c,C10d,C10e,C10f,C10f1,C19,C11,C12,C13a,C13bYears,C13bMonths,C13bWeeks,C13bDays,C14,C15,C16,C17,C18a,C18b,C18c,C18d,C18e,C18f1,C18g,C18g1,D01,DD1,D02a,D02bMonths,D02bWeeks,D02bDays,D03a,D03b,D03c,D03d,D03e,D03f,D03f1,D03g,D03g1,D04,D05,D06,D07,D08,D09,DD1a,DD2,DD2a,D10a,D10bMonths,D10bWeeks,D10bDays,D11a,D11b,D11c,D11d,D11e,D11f1,D11g,D11g1,D12,D13,D14,D15,D16,E01,E02,E03,E04,E05,E06,E07,E08,E08a,E09,E10,E23,E24,E11,E12,E13,E14,EE1,EE2,E15,E16,E21,E22,E19,E20,E17,E18a,E18b,E18c,E29a,E29b,E29c,E29e,E29f,E29g,E29h,F01a,F01c,F01bCig,F01bPack,F01bCart,F01bOther,F01dPack,F01dPackA,F01dCart,F01dCartA,F01dOther,F02,FF1,F03,F03a,F04a,FF2,FF3,F04,F05,F06,FA1,FA2,FA2a,FA3,FA4,FA4a,FF3a,G201a1,G201a2,G201b1,G201b2,G201c1,G201c2,G201d1,G201d2,G201e1,G201e1a,G201e2,G201e2a,G202,G203,G202a,G203a,G204a1,G204a2,G204b1,G204b2,G204c1,G204c2,G204d1,G204d2,G204e1,G204e2,G204f1,G204f2,G204g1,G204g2,G204h1,G204h2,G204i1,G204i2,G204j1,G204j2,G204k1,G204k1a,G204k2,G204k2a,G205,G205a,G206a1,G206a2,G206b1,G206b2,G206c1,G206c2,G206d1,G206d2,G206e1,G206e2,G206f1,G206f2,H01,H02a,H02b,H02c,H02d,H02e,H02f,H02g,H02h,H03,HH01,H02_3,H02_4,H05,H05a,H05b
250340,340010,394020208,13362.25666,2,60,1,2,2,2,60,,,2,2,75,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,1,1954,,,2,1,5,,1,2,2,1,1,2,2,2,2,2,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,5,9,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,9,,9,,9,,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,1,7,1,7,7,1,3,1,1,2,,1
250347,340010,394020208,33405.64164,2,60,1,1,5,5,60,,,2,2,60,26,24,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,2,1,1954,,,2,1,5,,2,2,2,2,2,1,2,2,2,2,3,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,2,,2,,2,,2,,2,,1,1,7,,7,,7,7,7,7,2,7,7,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,7,7,7,7,7,7,7,7,7,7,1,7,1,1,7,7,1,7,7,1,7,1,7,1,1,
250675,340010,398010504,18793.18417,2,54,1,2,4,4,54,,,2,2,60,54,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,2,1,1960,,,2,1,5,,1,2,2,2,2,2,2,2,2,2,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,,0,,5,,0,,0,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,4,1,1,1,2,,,,,,2,,2,,1,2,1,2,2,,1,1,2,,2,,7,2,2,7,2,7,7,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,2,2,2,2,2,2,2,2,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,2,7,1,1,7,7,1,2,2,7,7,1,1,7,,
250684,340010,398010504,14094.88813,2,47,1,2,10,3,47,,,2,2,45,47,16,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,2,6,1967,,,2,1,3,1,1,2,2,1,2,2,2,2,1,2,2,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,,,2,,2,,1,2,2,,2,,1,1,2,,2,,7,1,1,2,2,7,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,7,,7,,2,,2,,3,,3,,7,,,,,,,,7,,,,7,,7,,7,,7,,2,,2,,2,2,2,2,2,2,7,7,7,9,9,7,7,7,1,1,1,1,1,,,,,,,,,,,
250657,340010,400030605,29085.86069,2,61,1,1,5,5,61,,,2,2,61,39,36,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,2,6,1953,,,2,1,5,,1,1,2,1,1,2,1,2,1,2,2,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,7,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,7,,7,,2,2,2,2,2,,2,,2,2,7,7,7,7,2,2,2,2,2,2,2,2,1,7,1,1,7,7,1,7,1,1,7,1,1,7,,
250879,340010,403010102,21601.77198,2,54,1,2,7,5,54,,,2,2,60,54,24,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,2,1,1960,,,2,1,5,,2,2,2,2,2,2,2,2,2,2,2,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,2,,2,,1,2,2,,2,,1,2,2,,2,,7,7,7,7,7,7,2,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,1,7,7,1,7,7,7,7,1,2,1,1,
250894,340010,403010102,21601.77198,2,50,1,2,7,5,50,,,2,2,55,50,22,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,,,,,,,,,,,,,,,2,2,1,2,2,,,,,,,,,,,,,,,,2,4,1964,,,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,2,2,9,9,9,,9,,9,,9,,9,9,9,9,2,2,9,9,9,9,9,9,7,,7,,2,2,9,9,9,,9,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,7,1,7,7,1,3,1,2,1,1,
250896,340010,403010102,8640.70879,2,48,1,1,5,2,48,,,2,2,48,16,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,5,1966,,,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,1,2,1,4,2,,2,,1,1,1,1,2,,2,,1,1,2,,2,,1,1,7,7,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,3,,3,,2,2,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,,2,,2,2,2,2,2,2,2,2,2,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,3,1,1,1,1,
250853,340010,405030206,35719.40363,2,58,1,2,6,4,58,,,2,2,65,58,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,2,1,1956,,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,7,,7,,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,7,1,7,7,1,7,1,1,7,,
250854,340010,405030206,35719.40363,2,51,1,2,8,4,52,,,2,1,55,52,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,2,1,1,2,,,,,,,,,,,,,,,,,2,9,1962,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,,,20,,9,,0,,0,,0,,0,,0,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,1,2,2,2,2,2,2,2,2,,,20,,,7,40,,,,40,3,6,OLAMPIC,,2,,3,1,1,,,,,,,,9,9,9,9,9,9,9,9,9,,9,,9,,9,,9,9,7,,7,,2,2,2,2,9,9,7,,7,,2,2,2,2,2,,2,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,9,9,1,3,1,2,7,,
220910,350010,406010127,6844.619713,2,55,1,2,3,3,55,,,2,2,60,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,2,77,7777,55,1,2,1,5,,1,1,2,1,1,2,1,2,1,1,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,7,,2,2,2,,2,,1,,2,,2,2,2,2,,,2,2,2,2,2,2,7,,7,,7,,2,2,2,,2,,7,7,7,7,7,7,7,7,7,7,2,2,7,7,1,1,1,1,7,1,1,7,7,1,7,1,1,1,1,
220282,350010,422010326,15565.8761,2,50,1,5,11,7,50,,,2,2,35,34,16,60,50,18,16,,,,,,,,,,,,,,,,77,,,,77,,,,,,,,,,,,,,,,7777,,,,7777,,,,,,,,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,2,77,7777,50,1,2,1,8,,1,2,2,2,1,2,2,2,2,2,1,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,,0,,0,,0,,1,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,1,1,2,4,3,,,2,,,,,,2,,2,,1,7,2,,2,,1,2,2,,2,,1,1,1,1,2,2,2,2,2,7,2,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,2,2,2,2,2,2,7,,2,,2,,2,,2,,2,2,2,2,7,,,,2,2,7,,7,,7,,2,2,2,2,2,,2,,7,7,7,2,7,7,2,2,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,1,7,1,1,7,,
220590,350010,423040111,14494.90709,2,55,1,2,19,8,55,,,2,2,65,55,30,30,24,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,77,7777,55,1,2,1,5,,1,1,2,1,1,1,1,2,1,2,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,7,7,7,7,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,2,2,7,,2,,2,,2,,2,,7,,,,7,,,,7,,,,7,,7,,2,2,2,2,2,,2,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,
220363,350010,423040446,8900.294798,2,51,1,2,3,3,50,,,2,2,68,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,2,8,1962,,,2,1,5,,1,1,2,1,1,2,2,2,2,2,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,,0,,0,,0,,10,,0,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,7,7,,7,2,,,,,,2,,2,,2,,2,,2,,1,2,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,2,2,2,2,2,2,2,2,2,,2,,3,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,1,1,1,1,1,1,7,7,1,7,7,1,1,2,
230135,410010,451020212,35166.38955,2,46,1,2,6,5,46,,,2,2,55,46,25,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,2,77,7777,46,1,2,1,5,,1,1,2,1,1,2,1,1,2,1,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,2,,1,1,1,1,2,,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,7,,1,2,2,,2,,2,,2,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,7,
230182,410010,454040108,5324.25711,2,53,1,2,10,9,53,,,2,2,64,53,30,26,24,22,22,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,77,7777,53,1,2,1,5,,2,2,2,1,2,2,2,2,2,2,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,7,,7,,2,,2,,3,,3,,7,,,,,,,,7,,,,7,,7,,7,,7,,2,,2,,7,7,7,7,7,7,7,7,9,9,7,7,7,7,1,1,1,1,7,7,7,7,7,1,7,1,1,7,,
230193,410010,454040108,2957.920616,2,60,1,2,6,5,60,,,2,2,67,60,21,18,15,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,7777,,,,,,,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,2,77,7777,60,1,2,1,5,,1,2,2,1,2,2,2,2,1,1,6,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5,2,,,,,,2,,2,,1,7,2,,2,,2,,2,,2,,1,1,7,7,7,7,7,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,2,7,,7,,2,,2,,3,,3,,7,,7,,,,,,2,2,,,7,,7,,2,2,2,2,2,,2,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,7,7,1,7,1,1,7,1,1,7,,
230006,420010,457040102,14845.54628,2,48,2,3,3,3,48,,,2,2,24,25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,2,77,7777,48,2,2,1,5,,1,2,2,1,1,2,1,2,1,1,4,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,2,,6,,,2,,,,2,2,2,2,2,9,9,9,,1,9,,,3,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,2,,2,,2,,2,,2,,2,,2,,9,,1,1,7,9,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,7,,7,,9,,9,,1,,2,,2,2,,,,,,,2,9,,,7,,7,,7,,7,,9,,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,1,9,1,1,7,,
230022,420010,457040102,39588.12341,2,62,2,1,9,8,62,,,2,2,62,28,23,24,22,20,18,15,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,7777,,,,,,,,,,,,,2,1,2,1,2,2,1,1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,99,9999,62,1,9,1,5,,1,2,2,1,2,2,2,2,1,2,7,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,9,,,,,,9,,9,,9,,9,,9,,9,,9,,9,,9,9,9,9,2,2,9,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,7,,7,,9,,9,,3,,3,,2,2,,,,,,,2,2,,,7,,9,9,7,,9,9,9,,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,7,7,1,9,9,1,9,1,1,9,,
230321,420010,459010410,30840.10683,2,55,1,7,7,7,55,,,2,2,30,26,28,20,25,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,2,77,7777,55,1,2,1,5,,1,2,2,1,2,2,2,2,2,2,3,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,7,1,7,7,1,3,1,1,1,1,
